buying,maint,doors,persons,lug_boot,safety,class,cluster
med,med,4,2,small,med,unacc,1
med,med,4,2,small,high,unacc,1
med,med,4,2,med,low,unacc,1
med,med,4,2,med,med,unacc,0
med,med,4,2,med,high,unacc,5
med,med,4,2,big,low,unacc,3
med,med,4,2,big,med,unacc,0
med,med,4,2,big,high,unacc,5
med,med,4,4,small,low,unacc,1
med,med,4,4,small,med,acc,1
med,med,4,4,small,high,acc,1
med,med,4,4,med,low,unacc,1
med,med,4,4,med,med,acc,1
med,med,4,4,med,high,vgood,6
med,med,4,4,big,low,unacc,3
med,med,4,4,big,med,acc,3
med,med,4,4,big,high,vgood,3
med,med,4,more,small,low,unacc,1
med,med,4,more,small,med,acc,4
med,med,4,more,small,high,acc,7
med,med,4,more,med,low,unacc,1
med,med,4,more,med,med,acc,0
med,med,4,more,med,high,vgood,6
med,med,4,more,big,low,unacc,3
med,med,4,more,big,med,acc,0
med,med,4,more,big,high,vgood,0
med,med,5more,2,small,low,unacc,2
med,med,5more,2,small,med,unacc,2
med,med,5more,2,small,high,unacc,7
med,med,5more,2,med,low,unacc,2
med,med,5more,2,med,med,unacc,0
med,med,5more,2,med,high,unacc,5
med,med,5more,2,big,low,unacc,3
med,med,5more,2,big,med,unacc,0
med,med,5more,2,big,high,unacc,5
med,med,5more,4,small,low,unacc,1
med,med,5more,4,small,med,acc,1
med,med,5more,4,small,high,acc,7
med,med,5more,4,med,low,unacc,3
med,med,5more,4,med,med,acc,3
med,med,5more,4,med,high,vgood,6
med,med,5more,4,big,low,unacc,3
med,med,5more,4,big,med,acc,3
med,med,5more,4,big,high,vgood,3
med,med,5more,more,small,low,unacc,7
med,med,5more,more,small,med,acc,4
med,med,5more,more,small,high,acc,7
med,med,5more,more,med,low,unacc,3
med,med,5more,more,med,med,acc,0
med,med,5more,more,med,high,vgood,7
med,med,5more,more,big,low,unacc,3
med,med,5more,more,big,med,acc,0
med,med,5more,more,big,high,vgood,7
med,low,2,2,small,low,unacc,2
med,low,2,2,small,med,unacc,2
med,low,2,2,small,high,unacc,2
med,low,2,2,med,low,unacc,2
med,low,2,2,med,med,unacc,6
med,low,2,2,med,high,unacc,6
med,low,2,2,big,low,unacc,3
med,low,2,2,big,med,unacc,0
med,low,2,2,big,high,unacc,5
med,low,2,4,small,low,unacc,3
med,low,2,4,small,med,acc,3
med,low,2,4,small,high,good,6
med,low,2,4,med,low,unacc,3
med,low,2,4,med,med,acc,6
med,low,2,4,med,high,good,6
med,low,2,4,big,low,unacc,3
med,low,2,4,big,med,good,3
med,low,2,4,big,high,vgood,3
med,low,2,more,small,low,unacc,2
med,low,2,more,small,med,unacc,0
med,low,2,more,small,high,unacc,6
med,low,2,more,med,low,unacc,3
med,low,2,more,med,med,acc,0
med,low,2,more,med,high,good,6
med,low,2,more,big,low,unacc,3
med,low,2,more,big,med,good,0
med,low,2,more,big,high,vgood,0
med,low,3,2,small,low,unacc,2
med,low,3,2,small,med,unacc,2
med,low,3,2,small,high,unacc,2
med,low,3,2,med,low,unacc,2
med,low,3,2,med,med,unacc,2
med,low,3,2,med,high,unacc,5
med,low,3,2,big,low,unacc,2
med,low,3,2,big,med,unacc,5
med,low,3,2,big,high,unacc,5
med,low,3,4,small,low,unacc,2
med,low,3,4,small,med,acc,2
med,low,3,4,small,high,good,2
med,low,3,4,med,low,unacc,2
med,low,3,4,med,med,acc,6
med,low,3,4,med,high,good,6
med,low,3,4,big,low,unacc,3
med,low,3,4,big,med,good,3
med,low,3,4,big,high,vgood,5
med,low,3,more,small,low,unacc,2
med,low,3,more,small,med,acc,4
med,low,3,more,small,high,good,2
med,low,3,more,med,low,unacc,2
med,low,3,more,med,med,good,4
med,low,3,more,med,high,vgood,5
med,low,3,more,big,low,unacc,2
med,low,3,more,big,med,good,0
med,low,3,more,big,high,vgood,5
med,low,4,2,small,low,unacc,2
med,low,4,2,small,med,unacc,2
med,low,4,2,small,high,unacc,2
med,low,4,2,med,low,unacc,2
med,low,4,2,med,med,unacc,2
med,low,4,2,med,high,unacc,5
med,low,4,2,big,low,unacc,2
med,low,4,2,big,med,unacc,5
med,low,4,2,big,high,unacc,5
med,low,4,4,small,low,unacc,1
med,low,4,4,small,med,acc,1
med,low,4,4,small,high,good,1
med,low,4,4,med,low,unacc,1
med,low,4,4,med,med,good,6
med,low,4,4,med,high,vgood,6
med,low,4,4,big,low,unacc,3
med,low,4,4,big,med,good,3
med,low,4,4,big,high,vgood,3
med,low,4,more,small,low,unacc,1
med,low,4,more,small,med,acc,4
med,low,4,more,small,high,good,7
med,low,4,more,med,low,unacc,1
med,low,4,more,med,med,good,0
med,low,4,more,med,high,vgood,6
med,low,4,more,big,low,unacc,3
med,low,4,more,big,med,good,0
med,low,4,more,big,high,vgood,5
med,low,5more,2,small,low,unacc,2
med,low,5more,2,small,med,unacc,2
med,low,5more,2,small,high,unacc,2
med,low,5more,2,med,low,unacc,2
med,low,5more,2,med,med,unacc,2
med,low,5more,2,med,high,unacc,5
med,low,5more,2,big,low,unacc,2
med,low,5more,2,big,med,unacc,5
med,low,5more,2,big,high,unacc,5
med,low,5more,4,small,low,unacc,1
med,low,5more,4,small,med,acc,1
med,low,5more,4,small,high,good,6
med,low,5more,4,med,low,unacc,3
med,low,5more,4,med,med,good,6
med,low,5more,4,med,high,vgood,6
med,low,5more,4,big,low,unacc,3
med,low,5more,4,big,med,good,3
med,low,5more,4,big,high,vgood,3
med,low,5more,more,small,low,unacc,2
med,low,5more,more,small,med,acc,4
med,low,5more,more,small,high,good,7
med,low,5more,more,med,low,unacc,2
med,low,5more,more,med,med,good,0
med,low,5more,more,med,high,vgood,6
med,low,5more,more,big,low,unacc,3
med,low,5more,more,big,med,good,0
med,low,5more,more,big,high,vgood,5
low,vhigh,2,2,small,low,unacc,2
low,vhigh,2,2,small,med,unacc,0
low,vhigh,2,2,small,high,unacc,0
low,vhigh,2,2,med,low,unacc,0
low,vhigh,2,2,med,med,unacc,0
low,vhigh,2,2,med,high,unacc,0
low,vhigh,2,2,big,low,unacc,0
low,vhigh,2,2,big,med,unacc,0
low,vhigh,2,2,big,high,unacc,0
low,vhigh,2,4,small,low,unacc,1
low,vhigh,2,4,small,med,unacc,0
low,vhigh,2,4,small,high,acc,0
low,vhigh,2,4,med,low,unacc,0
low,vhigh,2,4,med,med,unacc,0
low,vhigh,2,4,med,high,acc,6
low,vhigh,2,4,big,low,unacc,0
low,vhigh,2,4,big,med,acc,0
low,vhigh,2,4,big,high,acc,0
low,vhigh,2,more,small,low,unacc,0
low,vhigh,2,more,small,med,unacc,0
low,vhigh,2,more,small,high,unacc,0
low,vhigh,2,more,med,low,unacc,0
low,vhigh,2,more,med,med,unacc,0
low,vhigh,2,more,med,high,acc,0
low,vhigh,2,more,big,low,unacc,0
low,vhigh,2,more,big,med,acc,0
low,vhigh,2,more,big,high,acc,0
low,vhigh,3,2,small,low,unacc,2
low,vhigh,3,2,small,med,unacc,2
low,vhigh,3,2,small,high,unacc,2
low,vhigh,3,2,med,low,unacc,2
low,vhigh,3,2,med,med,unacc,0
low,vhigh,3,2,med,high,unacc,2
low,vhigh,3,2,big,low,unacc,2
low,vhigh,3,2,big,med,unacc,0
low,vhigh,3,2,big,high,unacc,5
low,vhigh,3,4,small,low,unacc,1
low,vhigh,3,4,small,med,unacc,0
low,vhigh,3,4,small,high,acc,1
low,vhigh,3,4,med,low,unacc,1
low,vhigh,3,4,med,med,unacc,0
low,vhigh,3,4,med,high,acc,6
low,vhigh,3,4,big,low,unacc,0
low,vhigh,3,4,big,med,acc,0
low,vhigh,3,4,big,high,acc,0
low,vhigh,3,more,small,low,unacc,2
low,vhigh,3,more,small,med,unacc,0
low,vhigh,3,more,small,high,acc,7
low,vhigh,3,more,med,low,unacc,0
low,vhigh,3,more,med,med,acc,0
low,vhigh,3,more,med,high,acc,0
low,vhigh,3,more,big,low,unacc,0
low,vhigh,3,more,big,med,acc,0
low,vhigh,3,more,big,high,acc,0
low,vhigh,4,2,small,low,unacc,1
low,vhigh,4,2,small,med,unacc,0
low,vhigh,4,2,small,high,unacc,1
low,vhigh,4,2,med,low,unacc,1
low,vhigh,4,2,med,med,unacc,0
low,vhigh,4,2,med,high,unacc,0
low,vhigh,4,2,big,low,unacc,0
low,vhigh,4,2,big,med,unacc,0
low,vhigh,4,2,big,high,unacc,0
low,vhigh,4,4,small,low,unacc,1
low,vhigh,4,4,small,med,unacc,1
low,vhigh,4,4,small,high,acc,1
low,vhigh,4,4,med,low,unacc,1
low,vhigh,4,4,med,med,acc,0
low,vhigh,4,4,med,high,acc,1
low,vhigh,4,4,big,low,unacc,1
low,vhigh,4,4,big,med,acc,0
low,vhigh,4,4,big,high,acc,0
low,vhigh,4,more,small,low,unacc,1
low,vhigh,4,more,small,med,unacc,0
low,vhigh,4,more,small,high,acc,7
low,vhigh,4,more,med,low,unacc,0
low,vhigh,4,more,med,med,acc,0
low,vhigh,4,more,med,high,acc,0
low,vhigh,4,more,big,low,unacc,0
low,vhigh,4,more,big,med,acc,0
low,vhigh,4,more,big,high,acc,0
low,vhigh,5more,2,small,low,unacc,2
low,vhigh,5more,2,small,med,unacc,0
low,vhigh,5more,2,small,high,unacc,7
low,vhigh,5more,2,med,low,unacc,2
low,vhigh,5more,2,med,med,unacc,0
low,vhigh,5more,2,med,high,unacc,7
low,vhigh,5more,2,big,low,unacc,0
low,vhigh,5more,2,big,med,unacc,0
low,vhigh,5more,2,big,high,unacc,0
low,vhigh,5more,4,small,low,unacc,1
low,vhigh,5more,4,small,med,unacc,0
low,vhigh,5more,4,small,high,acc,7
low,vhigh,5more,4,med,low,unacc,1
low,vhigh,5more,4,med,med,acc,0
low,vhigh,5more,4,med,high,acc,6
low,vhigh,5more,4,big,low,unacc,0
low,vhigh,5more,4,big,med,acc,0
low,vhigh,5more,4,big,high,acc,0
low,vhigh,5more,more,small,low,unacc,7
low,vhigh,5more,more,small,med,unacc,0
low,vhigh,5more,more,small,high,acc,7
low,vhigh,5more,more,med,low,unacc,0
low,vhigh,5more,more,med,med,acc,0
low,vhigh,5more,more,med,high,acc,7
low,vhigh,5more,more,big,low,unacc,0
low,vhigh,5more,more,big,med,acc,0
low,vhigh,5more,more,big,high,acc,0
low,high,2,2,small,low,unacc,2
low,high,2,2,small,med,unacc,0
low,high,2,2,small,high,unacc,7
low,high,2,2,med,low,unacc,2
low,high,2,2,med,med,unacc,0
low,high,2,2,med,high,unacc,6
low,high,2,2,big,low,unacc,3
low,high,2,2,big,med,unacc,0
low,high,2,2,big,high,unacc,0
low,high,2,4,small,low,unacc,3
low,high,2,4,small,med,acc,0
low,high,2,4,small,high,acc,7
low,high,2,4,med,low,unacc,3
low,high,2,4,med,med,acc,0
low,high,2,4,med,high,acc,6
low,high,2,4,big,low,unacc,3
low,high,2,4,big,med,acc,0
low,high,2,4,big,high,vgood,3
low,high,2,more,small,low,unacc,7
low,high,2,more,small,med,unacc,0
low,high,2,more,small,high,unacc,7
low,high,2,more,med,low,unacc,0
low,high,2,more,med,med,acc,0
low,high,2,more,med,high,acc,7
low,high,2,more,big,low,unacc,0
low,high,2,more,big,med,acc,0
low,high,2,more,big,high,vgood,0
low,high,3,2,small,low,unacc,2
low,high,3,2,small,med,unacc,2
low,high,3,2,small,high,unacc,2
low,high,3,2,med,low,unacc,2
low,high,3,2,med,med,unacc,2
low,high,3,2,med,high,unacc,2
low,high,3,2,big,low,unacc,2
low,high,3,2,big,med,unacc,0
low,high,3,2,big,high,unacc,5
low,high,3,4,small,low,unacc,2
low,high,3,4,small,med,acc,4
low,high,3,4,small,high,acc,7
low,high,3,4,med,low,unacc,2
low,high,3,4,med,med,acc,4
low,high,3,4,med,high,acc,6
low,high,3,4,big,low,unacc,3
low,high,3,4,big,med,acc,0
low,high,3,4,big,high,vgood,3
low,high,3,more,small,low,unacc,2
low,high,3,more,small,med,acc,4
low,high,3,more,small,high,acc,7
low,high,3,more,med,low,unacc,2
low,high,3,more,med,med,acc,4
low,high,3,more,med,high,vgood,7
low,high,3,more,big,low,unacc,0
low,high,3,more,big,med,acc,0
low,high,3,more,big,high,vgood,7
low,high,4,2,small,low,unacc,2
low,high,4,2,small,med,unacc,2
low,high,4,2,small,high,unacc,7
low,high,4,2,med,low,unacc,2
low,high,4,2,med,med,unacc,0
low,high,4,2,med,high,unacc,7
low,high,4,2,big,low,unacc,2
low,high,4,2,big,med,unacc,0
low,high,4,2,big,high,unacc,5
low,high,4,4,small,low,unacc,1
low,high,4,4,small,med,acc,1
low,high,4,4,small,high,acc,7
low,high,4,4,med,low,unacc,1
low,high,4,4,med,med,acc,0
low,high,4,4,med,high,vgood,6
low,high,4,4,big,low,unacc,3
low,high,4,4,big,med,acc,0
low,high,4,4,big,high,vgood,3
low,high,4,more,small,low,unacc,7
low,high,4,more,small,med,acc,4
low,high,4,more,small,high,acc,7
low,high,4,more,med,low,unacc,7
low,high,4,more,med,med,acc,0
low,high,4,more,med,high,vgood,7
low,high,4,more,big,low,unacc,0
low,high,4,more,big,med,acc,0
low,high,4,more,big,high,vgood,7
low,high,5more,2,small,low,unacc,2
low,high,5more,2,small,med,unacc,7
low,high,5more,2,small,high,unacc,7
low,high,5more,2,med,low,unacc,2
low,high,5more,2,med,med,unacc,7
low,high,5more,2,med,high,unacc,7
low,high,5more,2,big,low,unacc,2
low,high,5more,2,big,med,unacc,0
low,high,5more,2,big,high,unacc,7
low,high,5more,4,small,low,unacc,7
low,high,5more,4,small,med,acc,7
low,high,5more,4,small,high,acc,7
low,high,5more,4,med,low,unacc,3
low,high,5more,4,med,med,acc,7
low,high,5more,4,med,high,vgood,7
low,high,5more,4,big,low,unacc,3
low,high,5more,4,big,med,acc,0
low,high,5more,4,big,high,vgood,7
low,high,5more,more,small,low,unacc,7
low,high,5more,more,small,med,acc,7
low,high,5more,more,small,high,acc,7
low,high,5more,more,med,low,unacc,7
low,high,5more,more,med,med,acc,7
low,high,5more,more,med,high,vgood,7
low,high,5more,more,big,low,unacc,7
low,high,5more,more,big,med,acc,0
low,high,5more,more,big,high,vgood,7
low,med,2,2,small,low,unacc,2
low,med,2,2,small,med,unacc,0
low,med,2,2,small,high,unacc,2
low,med,2,2,med,low,unacc,2
low,med,2,2,med,med,unacc,0
low,med,2,2,med,high,unacc,6
low,med,2,2,big,low,unacc,0
low,med,2,2,big,med,unacc,0
low,med,2,2,big,high,unacc,0
low,med,2,4,small,low,unacc,1
low,med,2,4,small,med,acc,0
low,med,2,4,small,high,good,6
low,med,2,4,med,low,unacc,3
low,med,2,4,med,med,acc,0
low,med,2,4,med,high,good,6
low,med,2,4,big,low,unacc,3
low,med,2,4,big,med,good,0
low,med,2,4,big,high,vgood,0
low,med,2,more,small,low,unacc,0
low,med,2,more,small,med,unacc,0
low,med,2,more,small,high,unacc,7
low,med,2,more,med,low,unacc,0
low,med,2,more,med,med,acc,0
low,med,2,more,med,high,good,0
low,med,2,more,big,low,unacc,0
low,med,2,more,big,med,good,0
low,med,2,more,big,high,vgood,0
low,med,3,2,small,low,unacc,2
low,med,3,2,small,med,unacc,2
low,med,3,2,small,high,unacc,2
low,med,3,2,med,low,unacc,2
low,med,3,2,med,med,unacc,2
low,med,3,2,med,high,unacc,2
low,med,3,2,big,low,unacc,2
low,med,3,2,big,med,unacc,0
low,med,3,2,big,high,unacc,5
low,med,3,4,small,low,unacc,2
low,med,3,4,small,med,acc,2
low,med,3,4,small,high,good,2
low,med,3,4,med,low,unacc,2
low,med,3,4,med,med,acc,0
low,med,3,4,med,high,good,6
low,med,3,4,big,low,unacc,2
low,med,3,4,big,med,good,0
low,med,3,4,big,high,vgood,5
low,med,3,more,small,low,unacc,2
low,med,3,more,small,med,acc,4
low,med,3,more,small,high,good,7
low,med,3,more,med,low,unacc,2
low,med,3,more,med,med,good,0
low,med,3,more,med,high,vgood,7
low,med,3,more,big,low,unacc,0
low,med,3,more,big,med,good,0
low,med,3,more,big,high,vgood,0
low,med,4,2,small,low,unacc,2
low,med,4,2,small,med,unacc,2
low,med,4,2,small,high,unacc,2
low,med,4,2,med,low,unacc,2
low,med,4,2,med,med,unacc,0
low,med,4,2,med,high,unacc,2
low,med,4,2,big,low,unacc,2
low,med,4,2,big,med,unacc,0
low,med,4,2,big,high,unacc,5
low,med,4,4,small,low,unacc,1
low,med,4,4,small,med,acc,1
low,med,4,4,small,high,good,1
low,med,4,4,med,low,unacc,1
low,med,4,4,med,med,good,0
low,med,4,4,med,high,vgood,6
low,med,4,4,big,low,unacc,1
low,med,4,4,big,med,good,0
low,med,4,4,big,high,vgood,0
low,med,4,more,small,low,unacc,1
low,med,4,more,small,med,acc,0
low,med,4,more,small,high,good,7
low,med,4,more,med,low,unacc,0
low,med,4,more,med,med,good,0
low,med,4,more,med,high,vgood,7
low,med,4,more,big,low,unacc,0
low,med,4,more,big,med,good,0
low,med,4,more,big,high,vgood,0
low,med,5more,2,small,low,unacc,2
low,med,5more,2,small,med,unacc,2
low,med,5more,2,small,high,unacc,7
low,med,5more,2,med,low,unacc,2
low,med,5more,2,med,med,unacc,0
low,med,5more,2,med,high,unacc,7
low,med,5more,2,big,low,unacc,2
low,med,5more,2,big,med,unacc,0
low,med,5more,2,big,high,unacc,5
low,med,5more,4,small,low,unacc,1
low,med,5more,4,small,med,acc,7
low,med,5more,4,small,high,good,7
low,med,5more,4,med,low,unacc,1
low,med,5more,4,med,med,good,0
low,med,5more,4,med,high,vgood,6
low,med,5more,4,big,low,unacc,3
low,med,5more,4,big,med,good,0
low,med,5more,4,big,high,vgood,7
low,med,5more,more,small,low,unacc,7
low,med,5more,more,small,med,acc,7
low,med,5more,more,small,high,good,7
low,med,5more,more,med,low,unacc,7
low,med,5more,more,med,med,good,0
low,med,5more,more,med,high,vgood,7
low,med,5more,more,big,low,unacc,0
low,med,5more,more,big,med,good,0
low,med,5more,more,big,high,vgood,7
low,low,2,2,small,low,unacc,2
low,low,2,2,small,med,unacc,2
low,low,2,2,small,high,unacc,2
low,low,2,2,med,low,unacc,2
low,low,2,2,med,med,unacc,0
low,low,2,2,med,high,unacc,6
low,low,2,2,big,low,unacc,2
low,low,2,2,big,med,unacc,0
low,low,2,2,big,high,unacc,5
low,low,2,4,small,low,unacc,2
low,low,2,4,small,med,acc,0
low,low,2,4,small,high,good,6
low,low,2,4,med,low,unacc,6
low,low,2,4,med,med,acc,6
low,low,2,4,med,high,good,6
low,low,2,4,big,low,unacc,3
low,low,2,4,big,med,good,0
low,low,2,4,big,high,vgood,6
low,low,2,more,small,low,unacc,2
low,low,2,more,small,med,unacc,0
low,low,2,more,small,high,unacc,7
low,low,2,more,med,low,unacc,0
low,low,2,more,med,med,acc,0
low,low,2,more,med,high,good,6
low,low,2,more,big,low,unacc,0
low,low,2,more,big,med,good,0
low,low,2,more,big,high,vgood,0
low,low,3,2,small,low,unacc,2
low,low,3,2,small,med,unacc,2
low,low,3,2,small,high,unacc,2
low,low,3,2,med,low,unacc,2
low,low,3,2,med,med,unacc,2
low,low,3,2,med,high,unacc,2
low,low,3,2,big,low,unacc,2
low,low,3,2,big,med,unacc,2
low,low,3,2,big,high,unacc,5
low,low,3,4,small,low,unacc,2
low,low,3,4,small,med,acc,2
low,low,3,4,small,high,good,2
low,low,3,4,med,low,unacc,2
low,low,3,4,med,med,acc,2
low,low,3,4,med,high,good,6
low,low,3,4,big,low,unacc,2
low,low,3,4,big,med,good,0
low,low,3,4,big,high,vgood,5
low,low,3,more,small,low,unacc,2
low,low,3,more,small,med,acc,2
low,low,3,more,small,high,good,2
low,low,3,more,med,low,unacc,2
low,low,3,more,med,med,good,0
low,low,3,more,med,high,vgood,2
low,low,3,more,big,low,unacc,2
low,low,3,more,big,med,good,0
low,low,3,more,big,high,vgood,5
low,low,4,2,small,low,unacc,2
low,low,4,2,small,med,unacc,2
low,low,4,2,small,high,unacc,2
low,low,4,2,med,low,unacc,2
low,low,4,2,med,med,unacc,2
low,low,4,2,med,high,unacc,2
low,low,4,2,big,low,unacc,2
low,low,4,2,big,med,unacc,0
low,low,4,2,big,high,unacc,5
low,low,4,4,small,low,unacc,1
low,low,4,4,small,med,acc,1
low,low,4,4,small,high,good,1
low,low,4,4,med,low,unacc,1
low,low,4,4,med,med,good,6
low,low,4,4,med,high,vgood,6
low,low,4,4,big,low,unacc,1
low,low,4,4,big,med,good,0
low,low,4,4,big,high,vgood,5
low,low,4,more,small,low,unacc,2
low,low,4,more,small,med,acc,0
low,low,4,more,small,high,good,7
low,low,4,more,med,low,unacc,2
low,low,4,more,med,med,good,0
low,low,4,more,med,high,vgood,6
low,low,4,more,big,low,unacc,0
low,low,4,more,big,med,good,0
low,low,4,more,big,high,vgood,0
low,low,5more,2,small,low,unacc,2
low,low,5more,2,small,med,unacc,2
low,low,5more,2,small,high,unacc,2
low,low,5more,2,med,low,unacc,2
low,low,5more,2,med,med,unacc,2
low,low,5more,2,med,high,unacc,2
low,low,5more,2,big,low,unacc,2
low,low,5more,2,big,med,unacc,0
low,low,5more,2,big,high,unacc,5
low,low,5more,4,small,low,unacc,2
low,low,5more,4,small,med,acc,2
low,low,5more,4,small,high,good,7
low,low,5more,4,med,low,unacc,2
low,low,5more,4,med,med,good,6
low,low,5more,4,med,high,vgood,6
low,low,5more,4,big,low,unacc,2
low,low,5more,4,big,med,good,0
low,low,5more,4,big,high,vgood,5
low,low,5more,more,small,low,unacc,2
low,low,5more,more,small,med,acc,7
low,low,5more,more,small,high,good,7
low,low,5more,more,med,low,unacc,2
low,low,5more,more,med,med,good,0
low,low,5more,more,med,high,vgood,7
low,low,5more,more,big,low,unacc,0
low,low,5more,more,big,med,good,0
low,low,5more,more,big,high,vgood,7
